Date;Venue;Run;Gate;ref_time;athlete_name_ref;athlete_2_time;athlete_name_athlete_2;time_difference;relative_time_difference
2024-01-24;Schladming;1;19;0.9;STRASSER Linus;0.8;YULE Daniel;0.09999999999999998;11.111111111111107
2024-01-24;Schladming;2;19;1.1;GSTREIN Fabio;1.033;ROCHAT Marc;0.06700000000000017;6.090909090909106
2024-01-24;Schladming;1;20;0.766;STRASSER Linus;0.766;YULE Daniel;0.0;0.0
2024-01-24;Schladming;2;20;1.033;GSTREIN Fabio;1.1;ROCHAT Marc;-0.06700000000000017;-6.485963213939998
2024-01-24;Schladming;1;21;0.833;STRASSER Linus;0.9;YULE Daniel;-0.06700000000000006;-8.043217286914773
2024-01-24;Schladming;2;21;0.533;GSTREIN Fabio;0.466;ROCHAT Marc;0.067;12.570356472795496
2024-01-24;Schladming;1;22;0.833;STRASSER Linus;0.866;YULE Daniel;-0.03300000000000003;-3.9615846338535454
2024-01-24;Schladming;2;22;0.833;GSTREIN Fabio;0.833;ROCHAT Marc;0.0;0.0
2024-01-24;Schladming;1;23;0.9;STRASSER Linus;0.9;YULE Daniel;0.0;0.0
2024-01-24;Schladming;2;23;0.6;GSTREIN Fabio;0.6;ROCHAT Marc;0.0;0.0
2024-01-24;Schladming;1;24;0.933;STRASSER Linus;0.9;YULE Daniel;0.03300000000000003;3.5369774919614176
2024-01-24;Schladming;2;24;0.9;GSTREIN Fabio;0.9;ROCHAT Marc;0.0;0.0
2024-01-24;Schladming;1;25;0.933;STRASSER Linus;0.9;YULE Daniel;0.03300000000000003;3.5369774919614176
2024-01-24;Schladming;2;25;1.733;GSTREIN Fabio;1.6;ROCHAT Marc;0.133;7.674552798615118
2024-01-24;Schladming;1;26;0.9;STRASSER Linus;0.9;YULE Daniel;0.0;0.0
2024-01-24;Schladming;2;26;0.866;GSTREIN Fabio;0.966;ROCHAT Marc;-0.09999999999999998;-11.547344110854501
2024-01-24;Schladming;1;27;0.9;STRASSER Linus;0.933;YULE Daniel;-0.03300000000000003;-3.66666666666667
2024-01-24;Schladming;2;27;1.1;GSTREIN Fabio;1.066;ROCHAT Marc;0.03400000000000003;3.0909090909090935
2024-01-24;Schladming;1;28;0.933;STRASSER Linus;1.0;YULE Daniel;-0.06699999999999995;-7.181136120042867
2024-01-24;Schladming;2;28;0.9;GSTREIN Fabio;0.866;ROCHAT Marc;0.03400000000000003;3.7777777777777812
2024-01-24;Schladming;1;29;0.533;STRASSER Linus;0.5;YULE Daniel;0.03300000000000003;6.191369606003757
2024-01-24;Schladming;2;29;1.1;GSTREIN Fabio;1.033;ROCHAT Marc;0.06700000000000017;6.090909090909106
2024-01-24;Schladming;1;30;1.066;STRASSER Linus;1.1;YULE Daniel;-0.03400000000000003;-3.189493433395875
2024-01-24;Schladming;2;30;1.1;GSTREIN Fabio;1.1;ROCHAT Marc;0.0;0.0
2024-01-24;Schladming;1;31;0.966;STRASSER Linus;0.9;YULE Daniel;0.06599999999999995;6.832298136645957
2024-01-24;Schladming;2;31;1.033;GSTREIN Fabio;0.933;ROCHAT Marc;0.09999999999999987;9.680542110358168
2024-01-24;Schladming;1;32;0.833;STRASSER Linus;0.966;YULE Daniel;-0.133;-15.96638655462185
2024-01-24;Schladming;2;32;0.966;GSTREIN Fabio;1.033;ROCHAT Marc;-0.06699999999999995;-6.935817805383018
2024-01-24;Schladming;1;33;0.4;STRASSER Linus;0.433;YULE Daniel;-0.032999999999999974;-8.249999999999993
2024-01-24;Schladming;2;33;0.966;GSTREIN Fabio;0.933;ROCHAT Marc;0.03299999999999992;3.4161490683229734
2024-01-24;Schladming;1;34;1.033;STRASSER Linus;1.1;YULE Daniel;-0.06700000000000017;-6.485963213939998
2024-01-24;Schladming;2;34;0.466;GSTREIN Fabio;0.433;ROCHAT Marc;0.03300000000000003;7.081545064377688
2024-01-24;Schladming;1;35;0.9;STRASSER Linus;0.766;YULE Daniel;0.134;14.888888888888891
2024-01-24;Schladming;2;35;0.966;GSTREIN Fabio;0.966;ROCHAT Marc;0.0;0.0
2024-01-24;Schladming;1;36;0.9;STRASSER Linus;1.0;YULE Daniel;-0.09999999999999998;-11.111111111111107
2024-01-24;Schladming;2;36;0.733;GSTREIN Fabio;0.733;ROCHAT Marc;0.0;0.0
2024-01-24;Schladming;1;37;0.866;STRASSER Linus;0.933;YULE Daniel;-0.06700000000000006;-7.736720554272525
2024-01-24;Schladming;2;37;1.0;GSTREIN Fabio;1.1;ROCHAT Marc;-0.10000000000000009;-10.000000000000009
2024-01-24;Schladming;1;38;0.9;STRASSER Linus;1.0;YULE Daniel;-0.09999999999999998;-11.111111111111107
2024-01-24;Schladming;2;38;0.9;GSTREIN Fabio;1.0;ROCHAT Marc;-0.09999999999999998;-11.111111111111107
2024-01-24;Schladming;1;39;0.833;STRASSER Linus;0.866;YULE Daniel;-0.03300000000000003;-3.9615846338535454
2024-01-24;Schladming;2;39;1.166;GSTREIN Fabio;1.1;ROCHAT Marc;0.06599999999999984;5.660377358490552
2024-01-24;Schladming;1;40;1.366;STRASSER Linus;1.433;YULE Daniel;-0.06699999999999995;-4.904831625183012
2024-01-24;Schladming;2;40;0.933;GSTREIN Fabio;0.966;ROCHAT Marc;-0.03299999999999992;-3.5369774919614057
2024-01-24;Schladming;1;41;0.866;STRASSER Linus;0.9;YULE Daniel;-0.03400000000000003;-3.926096997690535
2024-01-24;Schladming;2;41;1.133;GSTREIN Fabio;1.1;ROCHAT Marc;0.03299999999999992;2.912621359223294
2024-01-24;Schladming;1;42;0.8;STRASSER Linus;0.9;YULE Daniel;-0.09999999999999998;-12.499999999999996
2024-01-24;Schladming;2;42;0.433;GSTREIN Fabio;0.466;ROCHAT Marc;-0.03300000000000003;-7.621247113163979
2024-01-24;Schladming;1;43;0.866;STRASSER Linus;0.866;YULE Daniel;0.0;0.0
2024-01-24;Schladming;2;43;1.033;GSTREIN Fabio;1.0;ROCHAT Marc;0.03299999999999992;3.1945788964181916
2024-01-24;Schladming;1;44;0.766;STRASSER Linus;0.866;YULE Daniel;-0.09999999999999998;-13.054830287206261
2024-01-24;Schladming;2;44;0.966;GSTREIN Fabio;0.9;ROCHAT Marc;0.06599999999999995;6.832298136645957
2024-01-24;Schladming;1;45;0.366;STRASSER Linus;0.366;YULE Daniel;0.0;0.0
2024-01-24;Schladming;2;45;1.3;GSTREIN Fabio;1.4;ROCHAT Marc;-0.09999999999999987;-7.692307692307682
2024-01-24;Schladming;1;46;0.9;STRASSER Linus;0.966;YULE Daniel;-0.06599999999999995;-7.333333333333328
2024-01-24;Schladming;2;46;0.9;GSTREIN Fabio;0.9;ROCHAT Marc;0.0;0.0
2024-01-24;Schladming;1;47;0.766;STRASSER Linus;0.766;YULE Daniel;0.0;0.0
2024-01-24;Schladming;2;47;0.9;GSTREIN Fabio;0.933;ROCHAT Marc;-0.03300000000000003;-3.66666666666667
2024-01-24;Schladming;1;48;0.833;STRASSER Linus;0.8;YULE Daniel;0.03299999999999992;3.961584633853532
2024-01-24;Schladming;2;48;0.9;GSTREIN Fabio;0.866;ROCHAT Marc;0.03400000000000003;3.7777777777777812
2024-01-24;Schladming;1;49;0.433;STRASSER Linus;0.366;YULE Daniel;0.067;15.473441108545035
2024-01-24;Schladming;2;49;0.933;GSTREIN Fabio;1.0;ROCHAT Marc;-0.06699999999999995;-7.181136120042867
2024-01-24;Schladming;1;50;0.566;STRASSER Linus;0.466;YULE Daniel;0.09999999999999992;17.667844522968185
2024-01-24;Schladming;2;50;0.433;GSTREIN Fabio;0.433;ROCHAT Marc;0.0;0.0
2024-01-24;Schladming;1;51;1.0;STRASSER Linus;0.9;YULE Daniel;0.09999999999999998;9.999999999999998
2024-01-24;Schladming;2;51;1.066;GSTREIN Fabio;1.133;ROCHAT Marc;-0.06699999999999995;-6.285178236397744
2024-01-24;Schladming;1;52;0.833;STRASSER Linus;0.9;YULE Daniel;-0.06700000000000006;-8.043217286914773
2024-01-24;Schladming;2;52;1.066;GSTREIN Fabio;1.066;ROCHAT Marc;0.0;0.0
2024-01-24;Schladming;1;53;0.7;STRASSER Linus;0.733;YULE Daniel;-0.03300000000000003;-4.714285714285719
2024-01-24;Schladming;2;53;1.066;GSTREIN Fabio;1.1;ROCHAT Marc;-0.03400000000000003;-3.189493433395875
2024-01-24;Schladming;1;54;0.866;STRASSER Linus;0.866;YULE Daniel;0.0;0.0
2024-01-24;Schladming;2;54;0.933;GSTREIN Fabio;0.933;ROCHAT Marc;0.0;0.0
2024-01-24;Schladming;1;55;0.8;STRASSER Linus;0.866;YULE Daniel;-0.06599999999999995;-8.249999999999993
2024-01-24;Schladming;2;55;0.9;GSTREIN Fabio;1.0;ROCHAT Marc;-0.09999999999999998;-11.111111111111107
2024-01-24;Schladming;1;56;0.766;STRASSER Linus;0.733;YULE Daniel;0.03300000000000003;4.308093994778071
2024-01-24;Schladming;2;56;0.833;GSTREIN Fabio;0.866;ROCHAT Marc;-0.03300000000000003;-3.9615846338535454
2024-01-24;Schladming;1;57;0.366;STRASSER Linus;0.433;YULE Daniel;-0.067;-18.30601092896175
2024-01-24;Schladming;2;57;0.4;GSTREIN Fabio;0.4;ROCHAT Marc;0.0;0.0
2024-01-24;Schladming;1;58;0.866;STRASSER Linus;0.9;YULE Daniel;-0.03400000000000003;-3.926096997690535
2024-01-24;Schladming;2;58;0.5;GSTREIN Fabio;0.566;ROCHAT Marc;-0.06599999999999995;-13.199999999999989
2024-01-24;Schladming;1;59;0.733;STRASSER Linus;0.666;YULE Daniel;0.06699999999999995;9.140518417462475
2024-01-24;Schladming;2;59;0.8;GSTREIN Fabio;0.8;ROCHAT Marc;0.0;0.0
2024-01-24;Schladming;1;60;0.766;STRASSER Linus;0.733;YULE Daniel;0.03300000000000003;4.308093994778071
2024-01-24;Schladming;2;60;0.533;GSTREIN Fabio;0.566;ROCHAT Marc;-0.03299999999999992;-6.191369606003737
2024-01-24;Schladming;1;61;;STRASSER Linus;;YULE Daniel;;
2024-01-24;Schladming;2;61;;GSTREIN Fabio;;ROCHAT Marc;;
2024-01-24;Schladming;1;62;;STRASSER Linus;;YULE Daniel;;
2024-01-24;Schladming;2;62;;GSTREIN Fabio;;ROCHAT Marc;;
2024-01-24;Schladming;1;63;;STRASSER Linus;;YULE Daniel;;
2024-01-24;Schladming;2;63;;GSTREIN Fabio;;ROCHAT Marc;;
2024-01-24;Schladming;1;64;;STRASSER Linus;;YULE Daniel;;
2024-01-24;Schladming;2;64;;GSTREIN Fabio;;ROCHAT Marc;;
2024-01-24;Schladming;1;65;;STRASSER Linus;;YULE Daniel;;
2024-01-24;Schladming;2;65;;GSTREIN Fabio;;ROCHAT Marc;;
2024-01-24;Schladming;1;66;;STRASSER Linus;;YULE Daniel;;
2024-01-24;Schladming;2;66;;GSTREIN Fabio;;ROCHAT Marc;;
2024-01-24;Schladming;1;67;;STRASSER Linus;;YULE Daniel;;
2024-01-24;Schladming;2;67;;GSTREIN Fabio;;ROCHAT Marc;;
2024-01-24;Schladming;1;68;;STRASSER Linus;;YULE Daniel;;
2024-01-24;Schladming;2;68;;GSTREIN Fabio;;ROCHAT Marc;;
2024-01-14;Wengen;1;1;0.88;MCGRATH Atle Lie;0.9;ROCHAT Marc;-0.020000000000000018;-2.2727272727272747
2024-01-14;Wengen;2;1;0.8;NOEL Clement;0.86;MEILLARD Loic;-0.05999999999999994;-7.499999999999993
2024-01-14;Wengen;1;2;0.82;MCGRATH Atle Lie;0.88;ROCHAT Marc;-0.06000000000000005;-7.317073170731714
2024-01-14;Wengen;2;2;0.76;NOEL Clement;0.72;MEILLARD Loic;0.040000000000000036;5.263157894736847
2024-01-14;Wengen;1;3;0.8;MCGRATH Atle Lie;0.86;ROCHAT Marc;-0.05999999999999994;-7.499999999999993
2024-01-14;Wengen;2;3;0.88;NOEL Clement;0.86;MEILLARD Loic;0.020000000000000018;2.2727272727272747
2024-01-14;Wengen;1;4;0.86;MCGRATH Atle Lie;0.94;ROCHAT Marc;-0.07999999999999996;-9.302325581395344
2024-01-14;Wengen;2;4;0.9;NOEL Clement;0.88;MEILLARD Loic;0.020000000000000018;2.222222222222224
2024-01-14;Wengen;1;5;0.42;MCGRATH Atle Lie;0.42;ROCHAT Marc;0.0;0.0
2024-01-14;Wengen;2;5;0.84;NOEL Clement;0.88;MEILLARD Loic;-0.040000000000000036;-4.761904761904766
2024-01-14;Wengen;1;6;0.84;MCGRATH Atle Lie;0.98;ROCHAT Marc;-0.14;-16.666666666666668
2024-01-14;Wengen;2;6;0.84;NOEL Clement;0.86;MEILLARD Loic;-0.020000000000000018;-2.380952380952383
2024-01-14;Wengen;1;7;0.8;MCGRATH Atle Lie;0.86;ROCHAT Marc;-0.05999999999999994;-7.499999999999993
2024-01-14;Wengen;2;7;0.8;NOEL Clement;0.82;MEILLARD Loic;-0.019999999999999907;-2.4999999999999885
2024-01-14;Wengen;1;8;0.88;MCGRATH Atle Lie;0.9;ROCHAT Marc;-0.020000000000000018;-2.2727272727272747
2024-01-14;Wengen;2;8;0.42;NOEL Clement;0.42;MEILLARD Loic;0.0;0.0
2024-01-14;Wengen;1;9;0.88;MCGRATH Atle Lie;0.92;ROCHAT Marc;-0.040000000000000036;-4.545454545454549
2024-01-14;Wengen;2;9;0.92;NOEL Clement;0.94;MEILLARD Loic;-0.019999999999999907;-2.1739130434782505
2024-01-14;Wengen;1;10;0.88;MCGRATH Atle Lie;0.9;ROCHAT Marc;-0.020000000000000018;-2.2727272727272747
2024-01-14;Wengen;2;10;1.14;NOEL Clement;1.08;MEILLARD Loic;0.05999999999999983;5.263157894736828
2024-01-14;Wengen;1;11;0.8;MCGRATH Atle Lie;0.86;ROCHAT Marc;-0.05999999999999994;-7.499999999999993
2024-01-14;Wengen;2;11;0.78;NOEL Clement;0.86;MEILLARD Loic;-0.07999999999999996;-10.25641025641025
2024-01-14;Wengen;1;12;0.76;MCGRATH Atle Lie;0.5;ROCHAT Marc;0.26;34.21052631578947
2024-01-14;Wengen;2;12;0.8;NOEL Clement;0.84;MEILLARD Loic;-0.039999999999999925;-4.99999999999999
2024-01-14;Wengen;1;13;0.9;MCGRATH Atle Lie;0.98;ROCHAT Marc;-0.07999999999999996;-8.888888888888884
2024-01-14;Wengen;2;13;0.88;NOEL Clement;0.86;MEILLARD Loic;0.020000000000000018;2.2727272727272747
2024-01-14;Wengen;1;14;0.84;MCGRATH Atle Lie;0.84;ROCHAT Marc;0.0;0.0
2024-01-14;Wengen;2;14;0.86;NOEL Clement;0.9;MEILLARD Loic;-0.040000000000000036;-4.651162790697678
2024-01-14;Wengen;1;15;0.8;MCGRATH Atle Lie;0.84;ROCHAT Marc;-0.039999999999999925;-4.99999999999999
2024-01-14;Wengen;2;15;0.8;NOEL Clement;0.86;MEILLARD Loic;-0.05999999999999994;-7.499999999999993
2024-01-14;Wengen;1;16;0.8;MCGRATH Atle Lie;0.78;ROCHAT Marc;0.020000000000000018;2.500000000000002
2024-01-14;Wengen;2;16;0.44;NOEL Clement;0.46;MEILLARD Loic;-0.020000000000000018;-4.545454545454549
2024-01-14;Wengen;1;17;0.36;MCGRATH Atle Lie;0.38;ROCHAT Marc;-0.020000000000000018;-5.555555555555561
2024-01-14;Wengen;2;17;0.88;NOEL Clement;0.92;MEILLARD Loic;-0.040000000000000036;-4.545454545454549
2024-01-14;Wengen;1;18;0.9;MCGRATH Atle Lie;0.98;ROCHAT Marc;-0.07999999999999996;-8.888888888888884
2024-01-14;Wengen;2;18;0.88;NOEL Clement;0.92;MEILLARD Loic;-0.040000000000000036;-4.545454545454549
2024-01-14;Wengen;1;19;0.86;MCGRATH Atle Lie;0.84;ROCHAT Marc;0.020000000000000018;2.325581395348839
2024-01-14;Wengen;2;19;0.86;NOEL Clement;0.82;MEILLARD Loic;0.040000000000000036;4.651162790697678
2024-01-14;Wengen;1;20;0.88;MCGRATH Atle Lie;0.9;ROCHAT Marc;-0.020000000000000018;-2.2727272727272747
2024-01-14;Wengen;2;20;0.82;NOEL Clement;0.8;MEILLARD Loic;0.019999999999999907;2.4390243902438913
2024-01-14;Wengen;1;21;0.86;MCGRATH Atle Lie;0.9;ROCHAT Marc;-0.040000000000000036;-4.651162790697678
2024-01-14;Wengen;2;21;0.8;NOEL Clement;0.74;MEILLARD Loic;0.06000000000000005;7.500000000000007
2024-01-14;Wengen;1;22;0.84;MCGRATH Atle Lie;0.84;ROCHAT Marc;0.0;0.0
2024-01-14;Wengen;2;22;0.44;NOEL Clement;0.46;MEILLARD Loic;-0.020000000000000018;-4.545454545454549
2024-01-14;Wengen;1;23;0.44;MCGRATH Atle Lie;0.4;ROCHAT Marc;0.03999999999999998;9.090909090909086
2024-01-14;Wengen;2;23;0.48;NOEL Clement;0.44;MEILLARD Loic;0.03999999999999998;8.33333333333333
2024-01-14;Wengen;1;24;0.4;MCGRATH Atle Lie;0.44;ROCHAT Marc;-0.03999999999999998;-9.999999999999995
2024-01-14;Wengen;2;24;0.8;NOEL Clement;0.76;MEILLARD Loic;0.040000000000000036;5.000000000000004
2024-01-14;Wengen;1;25;0.82;MCGRATH Atle Lie;0.8;ROCHAT Marc;0.019999999999999907;2.4390243902438913
2024-01-14;Wengen;2;25;0.7;NOEL Clement;0.78;MEILLARD Loic;-0.08000000000000007;-11.42857142857144
2024-01-14;Wengen;1;26;0.78;MCGRATH Atle Lie;0.82;ROCHAT Marc;-0.039999999999999925;-5.128205128205118
2024-01-14;Wengen;2;26;0.9;NOEL Clement;0.88;MEILLARD Loic;0.020000000000000018;2.222222222222224
2024-01-14;Wengen;1;27;0.92;MCGRATH Atle Lie;0.88;ROCHAT Marc;0.040000000000000036;4.347826086956525
2024-01-14;Wengen;2;27;1.02;NOEL Clement;1.02;MEILLARD Loic;0.0;0.0
2024-01-14;Wengen;1;28;1.16;MCGRATH Atle Lie;1.06;ROCHAT Marc;0.09999999999999987;8.620689655172404
2024-01-14;Wengen;2;28;1.1;NOEL Clement;0.98;MEILLARD Loic;0.1200000000000001;10.909090909090919
2024-01-14;Wengen;1;29;0.84;MCGRATH Atle Lie;1.18;ROCHAT Marc;-0.33999999999999997;-40.476190476190474
2024-01-14;Wengen;2;29;1.08;NOEL Clement;1.12;MEILLARD Loic;-0.040000000000000036;-3.703703703703707
2024-01-14;Wengen;1;30;1.0;MCGRATH Atle Lie;1.04;ROCHAT Marc;-0.040000000000000036;-4.0000000000000036
2024-01-14;Wengen;2;30;1.12;NOEL Clement;1.2;MEILLARD Loic;-0.07999999999999985;-7.142857142857128
2024-01-14;Wengen;1;31;1.02;MCGRATH Atle Lie;1.14;ROCHAT Marc;-0.11999999999999988;-11.76470588235293
2024-01-14;Wengen;2;31;1.16;NOEL Clement;1.14;MEILLARD Loic;0.020000000000000018;1.7241379310344844
2024-01-14;Wengen;1;32;1.0;MCGRATH Atle Lie;0.96;ROCHAT Marc;0.040000000000000036;4.0000000000000036
2024-01-14;Wengen;2;32;1.02;NOEL Clement;1.08;MEILLARD Loic;-0.06000000000000005;-5.8823529411764754
2024-01-14;Wengen;1;33;0.92;MCGRATH Atle Lie;0.96;ROCHAT Marc;-0.039999999999999925;-4.3478260869565135
2024-01-14;Wengen;2;33;1.14;NOEL Clement;1.12;MEILLARD Loic;0.019999999999999796;1.7543859649122628
2024-01-14;Wengen;1;34;0.48;MCGRATH Atle Lie;0.44;ROCHAT Marc;0.03999999999999998;8.33333333333333
2024-01-14;Wengen;2;34;0.64;NOEL Clement;0.68;MEILLARD Loic;-0.040000000000000036;-6.250000000000005
2024-01-14;Wengen;1;35;0.98;MCGRATH Atle Lie;0.98;ROCHAT Marc;0.0;0.0
2024-01-14;Wengen;2;35;0.98;NOEL Clement;1.02;MEILLARD Loic;-0.040000000000000036;-4.081632653061228
2024-01-14;Wengen;1;36;0.86;MCGRATH Atle Lie;0.88;ROCHAT Marc;-0.020000000000000018;-2.325581395348839
2024-01-14;Wengen;2;36;0.84;NOEL Clement;0.9;MEILLARD Loic;-0.06000000000000005;-7.1428571428571495
2024-01-14;Wengen;1;37;1.3;MCGRATH Atle Lie;1.28;ROCHAT Marc;0.020000000000000018;1.5384615384615397
2024-01-14;Wengen;2;37;1.44;NOEL Clement;1.42;MEILLARD Loic;0.020000000000000018;1.3888888888888902
2024-01-14;Wengen;1;38;0.8;MCGRATH Atle Lie;0.84;ROCHAT Marc;-0.039999999999999925;-4.99999999999999
2024-01-14;Wengen;2;38;0.8;NOEL Clement;0.78;MEILLARD Loic;0.020000000000000018;2.500000000000002
2024-01-14;Wengen;1;39;0.76;MCGRATH Atle Lie;0.8;ROCHAT Marc;-0.040000000000000036;-5.263157894736847
2024-01-14;Wengen;2;39;1.02;NOEL Clement;1.06;MEILLARD Loic;-0.040000000000000036;-3.921568627450984
2024-01-14;Wengen;1;40;0.82;MCGRATH Atle Lie;0.8;ROCHAT Marc;0.019999999999999907;2.4390243902438913
2024-01-14;Wengen;2;40;0.9;NOEL Clement;0.92;MEILLARD Loic;-0.020000000000000018;-2.222222222222224
2024-01-14;Wengen;1;41;0.86;MCGRATH Atle Lie;0.88;ROCHAT Marc;-0.020000000000000018;-2.325581395348839
2024-01-14;Wengen;2;41;0.92;NOEL Clement;1.0;MEILLARD Loic;-0.07999999999999996;-8.69565217391304
2024-01-14;Wengen;1;42;0.9;MCGRATH Atle Lie;0.92;ROCHAT Marc;-0.020000000000000018;-2.222222222222224
2024-01-14;Wengen;2;42;0.52;NOEL Clement;0.52;MEILLARD Loic;0.0;0.0
2024-01-14;Wengen;1;43;0.88;MCGRATH Atle Lie;0.88;ROCHAT Marc;0.0;0.0
2024-01-14;Wengen;2;43;0.98;NOEL Clement;1.0;MEILLARD Loic;-0.020000000000000018;-2.040816326530614
2024-01-14;Wengen;1;44;0.8;MCGRATH Atle Lie;0.84;ROCHAT Marc;-0.039999999999999925;-4.99999999999999
2024-01-14;Wengen;2;44;1.16;NOEL Clement;1.06;MEILLARD Loic;0.09999999999999987;8.620689655172404
2024-01-14;Wengen;1;45;0.4;MCGRATH Atle Lie;0.4;ROCHAT Marc;0.0;0.0
2024-01-14;Wengen;2;45;1.18;NOEL Clement;1.18;MEILLARD Loic;0.0;0.0
2024-01-14;Wengen;1;46;0.56;MCGRATH Atle Lie;0.52;ROCHAT Marc;0.040000000000000036;7.142857142857148
2024-01-14;Wengen;2;46;0.88;NOEL Clement;0.94;MEILLARD Loic;-0.05999999999999994;-6.818181818181812
2024-01-14;Wengen;1;47;1.06;MCGRATH Atle Lie;1.14;ROCHAT Marc;-0.07999999999999985;-7.547169811320741
2024-01-14;Wengen;2;47;0.84;NOEL Clement;0.94;MEILLARD Loic;-0.09999999999999998;-11.904761904761903
2024-01-14;Wengen;1;48;1.5;MCGRATH Atle Lie;1.38;ROCHAT Marc;0.1200000000000001;8.000000000000007
2024-01-14;Wengen;2;48;0.88;NOEL Clement;0.9;MEILLARD Loic;-0.020000000000000018;-2.2727272727272747
2024-01-14;Wengen;1;49;0.92;MCGRATH Atle Lie;0.92;ROCHAT Marc;0.0;0.0
2024-01-14;Wengen;2;49;0.84;NOEL Clement;0.96;MEILLARD Loic;-0.12;-14.285714285714285
2024-01-14;Wengen;1;50;0.84;MCGRATH Atle Lie;0.94;ROCHAT Marc;-0.09999999999999998;-11.904761904761903
2024-01-14;Wengen;2;50;0.88;NOEL Clement;0.88;MEILLARD Loic;0.0;0.0
2024-01-14;Wengen;1;51;0.42;MCGRATH Atle Lie;0.46;ROCHAT Marc;-0.040000000000000036;-9.523809523809533
2024-01-14;Wengen;2;51;0.9;NOEL Clement;0.86;MEILLARD Loic;0.040000000000000036;4.444444444444448
2024-01-14;Wengen;1;52;0.82;MCGRATH Atle Lie;0.88;ROCHAT Marc;-0.06000000000000005;-7.317073170731714
2024-01-14;Wengen;2;52;0.54;NOEL Clement;0.54;MEILLARD Loic;0.0;0.0
2024-01-14;Wengen;1;53;0.8;MCGRATH Atle Lie;0.84;ROCHAT Marc;-0.039999999999999925;-4.99999999999999
2024-01-14;Wengen;2;53;1.08;NOEL Clement;1.1;MEILLARD Loic;-0.020000000000000018;-1.8518518518518534
2024-01-14;Wengen;1;54;0.84;MCGRATH Atle Lie;0.88;ROCHAT Marc;-0.040000000000000036;-4.761904761904766
2024-01-14;Wengen;2;54;1.16;NOEL Clement;1.12;MEILLARD Loic;0.039999999999999813;3.4482758620689493
2024-01-14;Wengen;1;55;1.08;MCGRATH Atle Lie;1.04;ROCHAT Marc;0.040000000000000036;3.703703703703707
2024-01-14;Wengen;2;55;1.06;NOEL Clement;1.06;MEILLARD Loic;0.0;0.0
2024-01-14;Wengen;1;56;1.06;MCGRATH Atle Lie;1.0;ROCHAT Marc;0.06000000000000005;5.660377358490571
2024-01-14;Wengen;2;56;0.94;NOEL Clement;0.94;MEILLARD Loic;0.0;0.0
2024-01-14;Wengen;1;57;0.82;MCGRATH Atle Lie;0.86;ROCHAT Marc;-0.040000000000000036;-4.878048780487809
2024-01-14;Wengen;2;57;0.48;NOEL Clement;0.44;MEILLARD Loic;0.03999999999999998;8.33333333333333
2024-01-14;Wengen;1;58;0.72;MCGRATH Atle Lie;0.72;ROCHAT Marc;0.0;0.0
2024-01-14;Wengen;2;58;0.48;NOEL Clement;0.46;MEILLARD Loic;0.019999999999999962;4.166666666666659
2024-01-14;Wengen;1;59;0.64;MCGRATH Atle Lie;0.64;ROCHAT Marc;0.0;0.0
2024-01-14;Wengen;2;59;0.84;NOEL Clement;0.76;MEILLARD Loic;0.07999999999999996;9.523809523809518
2024-01-14;Wengen;1;60;0.74;MCGRATH Atle Lie;0.72;ROCHAT Marc;0.020000000000000018;2.7027027027027053
2024-01-14;Wengen;2;60;0.74;NOEL Clement;0.72;MEILLARD Loic;0.020000000000000018;2.7027027027027053
2024-01-14;Wengen;1;61;0.42;MCGRATH Atle Lie;0.42;ROCHAT Marc;0.0;0.0
2024-01-14;Wengen;2;61;0.78;NOEL Clement;0.82;MEILLARD Loic;-0.039999999999999925;-5.128205128205118
2024-01-14;Wengen;1;62;0.46;MCGRATH Atle Lie;0.5;ROCHAT Marc;-0.03999999999999998;-8.69565217391304
2024-01-14;Wengen;2;62;0.76;NOEL Clement;0.72;MEILLARD Loic;0.040000000000000036;5.263157894736847
2024-01-14;Wengen;1;63;1.46;MCGRATH Atle Lie;1.42;ROCHAT Marc;0.040000000000000036;2.739726027397263
2024-01-14;Wengen;2;63;0.74;NOEL Clement;0.66;MEILLARD Loic;0.07999999999999996;10.810810810810805
2024-01-14;Wengen;1;64;;MCGRATH Atle Lie;;ROCHAT Marc;;
2024-01-14;Wengen;2;64;;NOEL Clement;;MEILLARD Loic;;
2024-01-14;Wengen;1;65;;MCGRATH Atle Lie;;ROCHAT Marc;;
2024-01-14;Wengen;2;65;;NOEL Clement;;MEILLARD Loic;;
2024-01-14;Wengen;1;66;;MCGRATH Atle Lie;;ROCHAT Marc;;
2024-01-14;Wengen;2;66;;NOEL Clement;;MEILLARD Loic;;
2024-01-14;Wengen;1;67;;MCGRATH Atle Lie;;ROCHAT Marc;;
2024-01-14;Wengen;2;67;;NOEL Clement;;MEILLARD Loic;;
2024-01-14;Wengen;1;68;;MCGRATH Atle Lie;;ROCHAT Marc;;
2024-01-14;Wengen;2;68;;NOEL Clement;;MEILLARD Loic;;
