Date;Discipline;Venue;Race (R) or Training (TR);Gate;Gate-Gate Distance (m);Turning Angle [°];Offset [m];Steepness [°];Slope change [°];Vertical Distance [m];Altitude (m);Latitude (°);Longitude (°);Gender;Run;Country;Course name;Course setter;Gates (#);Turning Gates (#);Start Altitude (m);Finish Altitude (m);Vertical Drop (m);Start time;Weather;Snow;Temp Start (°C);Temp Finish (°C);Nation;Best;Is Fastest?;ID;total time (sec);Time (ms)
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-18;SL;Diavolezza;TR;;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;1.0;12.2;;;-8.7;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;2.0;8.0;19.8;1.6;-13.4;-4.6;7.9;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;3.0;11.2;26.0;2.1;-16.1;-2.7;11.0;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;4.0;9.7;43.6;3.8;-25.8;-9.6;8.9;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;5.0;9.9;43.6;3.6;-24.7;1.0;9.2;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;6.0;10.1;51.2;4.3;-25.8;-1.1;9.1;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;7.0;9.9;50.8;4.3;-26.6;-0.7;9.0;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;8.0;10.2;46.9;4.0;-24.0;2.5;9.4;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;9.0;9.9;47.8;4.0;-24.6;-0.5;9.0;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;10.0;9.3;44.2;3.6;-23.0;1.5;8.6;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;11.0;10.0;39.8;3.3;-20.3;2.7;9.5;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;12.0;9.2;42.3;3.4;-15.4;4.9;8.6;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;13.0;9.0;39.8;3.1;-19.9;-4.5;8.4;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;14.0;9.6;54.3;4.2;-18.2;1.6;8.6;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;15.0;5.3;32.1;1.8;-21.7;-3.4;4.9;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;16.0;0.9;20.1;0.2;-40.9;-19.2;0.9;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;17.0;9.3;27.3;0.3;-26.1;14.7;9.3;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;18.0;8.9;36.2;2.8;-15.2;10.8;8.4;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;19.0;8.4;40.7;3.0;-19.6;-4.3;7.9;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;20.0;10.5;40.3;3.2;-24.7;-5.1;10.0;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;21.0;3.7;32.2;1.5;-14.2;10.5;3.4;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;22.0;9.7;13.0;0.6;-24.0;-9.8;9.7;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;23.0;8.6;49.0;3.8;-21.5;2.5;7.7;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;24.0;5.5;20.6;1.2;-23.8;-2.3;5.4;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;25.0;0.8;19.1;0.2;-13.5;10.2;0.8;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;26.0;9.7;7.9;0.1;-20.7;-7.1;9.7;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;27.0;9.5;28.9;2.4;-14.0;6.6;9.2;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;28.0;10.0;34.3;2.8;-16.5;-2.5;9.5;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;29.0;5.4;17.7;1.0;-16.4;0.0;5.3;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;30.0;0.9;19.6;0.2;-10.6;5.8;0.8;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;31.0;9.1;11.6;0.1;-15.6;-4.9;9.1;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;32.0;10.0;22.6;1.8;-10.8;4.7;9.8;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;33.0;8.6;32.1;2.5;-11.8;-1.0;8.2;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;34.0;9.1;22.2;1.7;-4.7;7.1;8.9;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;35.0;9.3;14.6;1.1;-10.0;-5.3;9.2;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;36.0;8.8;23.7;1.8;-7.1;2.9;8.6;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;37.0;4.6;26.3;1.3;-13.7;-6.6;4.4;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;38.0;10.0;11.2;0.6;-8.5;5.1;9.9;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;39.0;9.9;36.4;3.1;-5.4;3.1;9.4;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;40.0;10.3;27.7;2.4;-13.6;-8.2;10.0;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;41.0;9.2;35.3;2.9;-4.5;9.1;8.7;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;42.0;4.6;19.8;1.0;-7.6;-3.0;4.5;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;43.0;0.6;11.6;0.1;-15.6;-7.9;0.6;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;44.0;8.8;11.6;0.1;-4.0;11.5;8.8;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;45.0;8.5;29.3;2.2;-11.3;-7.2;8.3;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;46.0;5.5;14.2;0.8;-13.2;-1.9;5.4;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;47.0;0.2;61.0;0.2;26.3;39.6;0.1;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;48.0;4.6;50.5;0.1;-1.8;-28.1;4.6;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;49.0;0.6;4.5;0.0;1.5;3.3;0.6;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;50.0;9.6;16.4;0.1;-8.9;-10.4;9.6;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;51.0;8.5;24.5;1.9;-7.1;1.7;8.2;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;52.0;9.0;17.0;1.3;-4.5;2.5;8.9;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-19;SL;Diavolezza;TR;53.0;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-29;GS;Levi;TR;1.0;25.7;;;-4.8;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-29;GS;Levi;TR;2.0;27.4;5.9;1.3;-8.5;-3.6;27.4;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-29;GS;Levi;TR;3.0;25.0;10.7;2.4;-6.6;1.8;24.9;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-29;GS;Levi;TR;4.0;26.5;14.0;3.1;-5.6;1.0;26.3;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-29;GS;Levi;TR;5.0;27.3;11.5;2.7;-6.6;-1.0;27.2;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-29;GS;Levi;TR;6.0;29.6;10.8;2.6;-5.5;1.0;29.5;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-29;GS;Levi;TR;7.0;28.4;14.4;3.6;-6.1;-0.5;28.1;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-29;GS;Levi;TR;8.0;27.8;13.5;3.3;-4.5;1.6;27.6;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-29;GS;Levi;TR;9.0;25.3;20.9;4.8;-9.6;-5.1;24.9;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-29;GS;Levi;TR;10.0;27.1;32.2;7.2;-9.1;0.4;26.1;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-29;GS;Levi;TR;11.0;25.3;26.0;5.9;-11.7;-2.6;24.6;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-29;GS;Levi;TR;12.0;25.5;26.3;5.7;-16.8;-5.0;24.8;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-29;GS;Levi;TR;13.0;26.3;40.3;8.9;-16.8;0.0;24.7;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-29;GS;Levi;TR;14.0;25.3;38.7;8.5;-14.5;2.2;23.8;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-29;GS;Levi;TR;15.0;26.5;35.9;8.0;-17.0;-2.4;25.3;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-29;GS;Levi;TR;16.0;26.6;39.7;9.0;-14.1;2.8;25.1;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-29;GS;Levi;TR;17.0;25.8;39.6;8.9;-17.8;-3.7;24.3;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-29;GS;Levi;TR;18.0;25.5;36.5;8.0;-17.4;0.4;24.2;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-29;GS;Levi;TR;19.0;25.6;36.3;7.9;-14.9;2.5;24.3;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-29;GS;Levi;TR;20.0;26.6;26.0;5.8;-14.8;0.0;26.0;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-29;GS;Levi;TR;21.0;27.1;24.0;5.6;-14.4;0.4;26.5;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-29;GS;Levi;TR;22.0;25.1;25.9;5.8;-7.8;6.5;24.4;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-29;GS;Levi;TR;23.0;25.3;28.8;6.2;-14.1;-6.2;24.5;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-29;GS;Levi;TR;24.0;10.4;17.3;2.2;-12.2;1.9;10.2;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-29;GS;Levi;TR;25.0;23.9;14.2;1.8;-10.4;1.8;23.8;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-29;GS;Levi;TR;26.0;26.6;25.7;5.6;-12.5;-2.0;26.0;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-29;GS;Levi;TR;27.0;24.8;24.2;5.4;-11.8;0.6;24.2;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-29;GS;Levi;TR;28.0;26.6;25.7;5.7;-11.1;0.7;26.0;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-29;GS;Levi;TR;29.0;26.3;19.2;4.4;-11.2;-0.1;25.9;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-29;GS;Levi;TR;30.0;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;1.0;12.0;;;-13.8;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;2.0;10.3;29.5;2.8;-12.8;0.9;9.9;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;3.0;9.6;31.0;2.6;-12.2;0.6;9.2;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;4.0;9.6;40.6;3.3;-13.0;-0.8;9.0;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;5.0;9.8;39.5;3.2;-19.7;-6.6;9.2;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;6.0;8.6;40.0;3.1;-14.4;5.3;8.0;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;7.0;4.8;19.5;1.0;-15.9;-1.5;4.7;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;8.0;0.7;44.7;0.4;27.1;43.1;0.5;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;9.0;10.8;54.0;0.5;-15.3;-42.4;10.8;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;10.0;10.3;46.9;4.2;-29.6;-14.3;9.4;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;11.0;10.2;54.4;4.7;-26.3;3.2;9.1;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;12.0;9.9;50.4;4.2;-39.0;-12.6;8.9;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;13.0;9.5;46.3;3.8;-26.3;12.6;8.7;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;14.0;10.0;44.6;3.7;-28.1;-1.7;9.3;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;15.0;9.9;46.4;3.9;-27.4;0.6;9.1;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;16.0;10.1;45.7;3.9;-23.9;3.4;9.3;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;17.0;10.4;44.0;3.8;-25.0;-1.0;9.6;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;18.0;4.9;31.1;1.8;-19.7;5.3;4.6;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;19.0;0.5;36.7;0.3;16.1;35.9;0.4;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;20.0;10.5;44.0;0.3;-24.3;-40.5;10.5;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;21.0;10.1;36.3;3.2;-26.5;-2.1;9.5;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;22.0;10.3;41.0;3.5;-24.6;1.8;9.7;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;23.0;10.1;40.2;3.5;-24.0;0.6;9.5;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;24.0;10.1;38.4;3.3;-21.0;3.0;9.5;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;25.0;11.3;42.5;3.8;-16.3;4.6;10.6;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;26.0;6.0;39.0;2.6;-21.8;-5.4;5.4;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;27.0;9.4;16.8;1.0;-21.4;0.3;9.3;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;28.0;10.2;50.1;4.1;-22.9;-1.5;9.3;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;29.0;9.9;34.6;3.0;-20.2;2.7;9.5;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;30.0;10.2;36.5;3.1;-20.6;-0.4;9.7;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;31.0;10.0;33.2;2.9;-16.8;3.8;9.6;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;32.0;10.4;36.3;3.2;-14.4;2.3;9.9;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;33.0;10.3;29.7;2.6;-8.5;5.9;9.9;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;34.0;5.2;23.2;1.4;-7.3;1.1;5.0;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;35.0;0.8;1.8;0.0;-9.1;-1.8;0.8;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;36.0;5.4;2.3;0.0;-7.6;1.5;5.4;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;37.0;0.5;10.2;0.0;-10.3;-2.7;0.5;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;38.0;9.8;26.1;0.2;-6.5;3.8;9.8;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;39.0;9.2;24.6;2.0;-2.8;3.7;9.0;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;40.0;11.3;30.9;2.7;-16.7;-13.8;10.9;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;41.0;9.7;25.6;2.3;-16.9;-0.2;9.4;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-30;SL;Levi;TR;42.0;;;;;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-31;SL;Levi;TR;1.0;10.0;;;-21.1;;;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-31;SL;Levi;TR;2.0;8.6;6.8;0.5;-20.5;0.5;8.6;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-31;SL;Levi;TR;3.0;10.4;32.5;2.6;-13.9;6.5;10.0;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-31;SL;Levi;TR;4.0;10.9;28.6;2.6;-11.2;2.7;10.5;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-31;SL;Levi;TR;5.0;10.1;34.8;3.1;-13.5;-2.3;9.6;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-31;SL;Levi;TR;6.0;10.3;27.6;2.4;-6.1;7.3;10.0;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-31;SL;Levi;TR;7.0;9.3;27.5;2.3;-8.9;-2.7;9.0;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-31;SL;Levi;TR;8.0;5.6;9.8;0.6;-14.0;-5.0;5.5;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-31;SL;Levi;TR;9.0;0.6;11.9;0.1;-2.0;11.9;0.6;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-31;SL;Levi;TR;10.0;8.3;13.9;0.1;-14.2;-12.1;8.3;;;;M;1.0;;;;;;;;;;;;;;;;;;;
2023-10-31;SL;Levi;TR;11.0;10.7;30.0;2.4;-4.6;9.6;10.5;;;;M;1.0;;;;;;;;;;;;;;;;;;;
