Date;Venue;Run;Gate;ref_time;athlete_name_ref;athlete_2_time;athlete_name_athlete_2;time_difference;relative_time_difference;Discipline;Race (R) or Training (TR);Gate-Gate Distance (m);Turning Angle [°];Offset [m];Steepness [°];Slope change [°];Vertical Distance [m];Altitude (m);Latitude (°);Longitude (°);Gender
2024-01-07;Adelboden;1;62;0.76;STEEN OLSEN Alexander;0.78;ZENHAEUSERN Ramon;-0.020000000000000018;-2.6315789473684235;SL;R;10.85;27.48;1.79;-17.78;;;;;;M
2024-01-07;Adelboden;2;62;;RASCHNER Dominik;;MEILLARD Loic;;;SL;R;5.3;24.2;1.1;-21.2;-7.8;5.1;1314.286;46.4810574;7.5569385;M
2024-01-07;Adelboden;1;63;0.72;STEEN OLSEN Alexander;0.74;ZENHAEUSERN Ramon;-0.020000000000000018;-2.7777777777777803;SL;R;6.53;15.55;0.96;-21.79;;;;;;M
2024-01-07;Adelboden;2;63;;RASCHNER Dominik;;MEILLARD Loic;;;SL;R;11.0;34.7;2.1;-9.1;12.0;10.8;1312.359;46.4810749;7.5569979;M
2024-01-07;Adelboden;1;64;0.78;STEEN OLSEN Alexander;0.74;ZENHAEUSERN Ramon;0.040000000000000036;5.128205128205133;SL;R;9.35;34.05;2.69;-19.71;;;;;;M
2024-01-07;Adelboden;2;64;;RASCHNER Dominik;;MEILLARD Loic;;;SL;R;9.8;18.1;1.6;-15.5;-6.3;9.6;1310.596;46.4810565;7.5571373;M
2024-01-07;Adelboden;1;65;0.7;STEEN OLSEN Alexander;0.74;ZENHAEUSERN Ramon;-0.040000000000000036;-5.71428571428572;SL;R;10.42;34.52;2.95;-20.18;;;;;;M
2024-01-07;Adelboden;2;65;;RASCHNER Dominik;;MEILLARD Loic;;;SL;R;;;;;;;1307.966;46.4810663;7.5572596;M
2024-01-07;Adelboden;1;66;0.66;STEEN OLSEN Alexander;0.68;ZENHAEUSERN Ramon;-0.020000000000000018;-3.030303030303033;SL;R;10.36;26.03;2.25;-10.66;;;;;;M
2024-01-07;Adelboden;1;67;;STEEN OLSEN Alexander;;ZENHAEUSERN Ramon;;;SL;R;10.14;25.66;2.25;-13.58;;;;;;M
2024-01-07;Adelboden;1;68;;STEEN OLSEN Alexander;;ZENHAEUSERN Ramon;;;SL;R;10.68;16.9;1.47;-10.92;;;;;;M
2024-03-03;Aspen;1;1;0.966;NOEL Clement;0.9;MEILLARD Loic;0.06599999999999995;6.832298136645957;SL;R;8.61;29.0;1.94;-30.11;;;;;;M
2024-03-03;Aspen;2;1;0.966;TAYLOR Laurie;0.9;MEILLARD Loic;0.06599999999999995;6.832298136645957;SL;R;8.47;39.0;2.56;-29.68;;;;;;M
2024-03-03;Aspen;1;2;0.766;NOEL Clement;0.8;MEILLARD Loic;-0.03400000000000003;-4.4386422976501345;SL;R;9.76;48.0;3.49;-24.23;;;;;;M
2024-03-03;Aspen;2;2;0.8;TAYLOR Laurie;0.833;MEILLARD Loic;-0.03299999999999992;-4.124999999999989;SL;R;9.84;53.0;3.96;-24.7;;;;;;M
2024-03-03;Aspen;1;3;0.866;NOEL Clement;0.8;MEILLARD Loic;0.06599999999999995;7.6212471131639665;SL;R;9.49;40.0;3.08;-25.17;;;;;;M
2024-03-03;Aspen;2;3;0.9;TAYLOR Laurie;0.866;MEILLARD Loic;0.03400000000000003;3.7777777777777812;SL;R;10.21;54.0;4.21;-24.7;;;;;;M
2024-03-03;Aspen;1;4;0.733;NOEL Clement;0.8;MEILLARD Loic;-0.06700000000000006;-9.140518417462491;SL;R;10.6;47.0;3.78;-20.81;;;;;;M
2024-03-03;Aspen;2;4;0.933;TAYLOR Laurie;0.833;MEILLARD Loic;0.10000000000000009;10.718113612004295;SL;R;10.19;56.0;4.33;-19.29;;;;;;M
2024-03-03;Aspen;1;5;0.933;NOEL Clement;0.933;MEILLARD Loic;0.0;0.0;SL;R;9.95;46.0;3.53;-20.81;;;;;;M
2024-03-03;Aspen;2;5;0.866;TAYLOR Laurie;0.9;MEILLARD Loic;-0.03400000000000003;-3.926096997690535;SL;R;9.77;50.0;3.9;-20.81;;;;;;M
2024-03-03;Aspen;1;6;0.966;NOEL Clement;1.033;MEILLARD Loic;-0.06699999999999995;-6.935817805383018;SL;R;9.41;50.0;3.7;-16.7;;;;;;M
2024-03-03;Aspen;2;6;0.966;TAYLOR Laurie;0.933;MEILLARD Loic;0.03299999999999992;3.4161490683229734;SL;R;9.79;54.0;4.13;-15.64;;;;;;M
2024-03-03;Aspen;1;7;0.533;NOEL Clement;0.5;MEILLARD Loic;0.03300000000000003;6.191369606003757;SL;R;9.3;29.0;1.58;-22.29;;;;;;M
2024-03-03;Aspen;2;7;0.433;TAYLOR Laurie;0.433;MEILLARD Loic;0.0;0.0;SL;R;9.69;30.0;1.71;-22.29;;;;;;M
2024-03-03;Aspen;1;8;0.9;NOEL Clement;0.866;MEILLARD Loic;0.03400000000000003;3.7777777777777812;SL;R;5.64;27.0;1.5;-23.75;;;;;;M
2024-03-03;Aspen;2;8;0.866;TAYLOR Laurie;0.933;MEILLARD Loic;-0.06700000000000006;-7.736720554272525;SL;R;5.94;27.0;1.57;-24.23;;;;;;M
2024-03-03;Aspen;1;9;0.9;NOEL Clement;0.866;MEILLARD Loic;0.03400000000000003;3.7777777777777812;SL;R;9.58;45.0;3.54;-23.75;;;;;;M
2024-03-03;Aspen;2;9;0.9;TAYLOR Laurie;0.9;MEILLARD Loic;0.0;0.0;SL;R;9.89;44.0;3.4;-24.23;;;;;;M
2024-03-03;Aspen;1;10;0.766;NOEL Clement;0.866;MEILLARD Loic;-0.09999999999999998;-13.054830287206261;SL;R;10.89;48.0;3.98;-20.81;;;;;;M
2024-03-03;Aspen;2;10;0.933;TAYLOR Laurie;0.933;MEILLARD Loic;0.0;0.0;SL;R;10.28;47.0;3.75;-20.81;;;;;;M
2024-03-03;Aspen;1;11;0.433;NOEL Clement;0.466;MEILLARD Loic;-0.03300000000000003;-7.621247113163979;SL;R;10.34;24.0;1.45;-19.8;;;;;;M
2024-03-03;Aspen;2;11;0.433;TAYLOR Laurie;0.433;MEILLARD Loic;0.0;0.0;SL;R;10.21;21.0;1.32;-20.3;;;;;;M
2024-03-03;Aspen;1;12;0.833;NOEL Clement;0.833;MEILLARD Loic;0.0;0.0;SL;R;6.13;19.0;1.17;-20.81;;;;;;M
2024-03-03;Aspen;2;12;0.866;TAYLOR Laurie;0.9;MEILLARD Loic;-0.03400000000000003;-3.926096997690535;SL;R;6.41;17.0;1.06;-20.3;;;;;;M
2024-03-03;Aspen;1;13;0.833;NOEL Clement;0.9;MEILLARD Loic;-0.06700000000000006;-8.043217286914773;SL;R;9.85;37.0;3.0;-18.78;;;;;;M
2024-03-03;Aspen;2;13;0.9;TAYLOR Laurie;0.9;MEILLARD Loic;0.0;0.0;SL;R;9.96;36.0;2.93;-18.78;;;;;;M
2024-03-03;Aspen;1;14;0.9;NOEL Clement;0.866;MEILLARD Loic;0.03400000000000003;3.7777777777777812;SL;R;10.39;41.0;3.27;-19.8;;;;;;M
2024-03-03;Aspen;2;14;0.833;TAYLOR Laurie;0.833;MEILLARD Loic;0.0;0.0;SL;R;10.18;44.0;3.52;-19.8;;;;;;M
2024-03-03;Aspen;1;15;0.9;NOEL Clement;0.866;MEILLARD Loic;0.03400000000000003;3.7777777777777812;SL;R;9.65;49.0;3.72;-21.8;;;;;;M
2024-03-03;Aspen;2;15;0.866;TAYLOR Laurie;0.9;MEILLARD Loic;-0.03400000000000003;-3.926096997690535;SL;R;10.15;52.0;4.04;-20.81;;;;;;M
2024-03-03;Aspen;1;16;0.9;NOEL Clement;0.866;MEILLARD Loic;0.03400000000000003;3.7777777777777812;SL;R;10.14;41.0;3.18;-23.27;;;;;;M
2024-03-03;Aspen;2;16;0.866;TAYLOR Laurie;0.833;MEILLARD Loic;0.03300000000000003;3.8106235565819895;SL;R;10.11;39.0;3.01;-23.27;;;;;;M
2024-03-03;Aspen;1;17;0.533;NOEL Clement;0.466;MEILLARD Loic;0.067;12.570356472795496;SL;R;9.94;34.0;2.14;-21.31;;;;;;M
2024-03-03;Aspen;2;17;0.466;TAYLOR Laurie;0.5;MEILLARD Loic;-0.033999999999999975;-7.296137339055789;SL;R;9.83;34.0;2.08;-20.81;;;;;;M
2024-03-03;Aspen;1;18;1.1;NOEL Clement;0.966;MEILLARD Loic;0.13400000000000012;12.181818181818192;SL;R;6.51;19.0;1.2;-20.3;;;;;;M
2024-03-03;Aspen;2;18;0.833;TAYLOR Laurie;0.9;MEILLARD Loic;-0.06700000000000006;-8.043217286914773;SL;R;6.36;21.0;1.36;-20.3;;;;;;M
2024-03-03;Aspen;1;19;0.8;NOEL Clement;0.766;MEILLARD Loic;0.03400000000000003;4.2500000000000036;SL;R;9.84;38.0;2.96;-16.7;;;;;;M
2024-03-03;Aspen;2;19;0.7;TAYLOR Laurie;0.733;MEILLARD Loic;-0.03300000000000003;-4.714285714285719;SL;R;10.09;39.0;3.2;-16.17;;;;;;M
2024-03-03;Aspen;1;20;0.866;NOEL Clement;0.866;MEILLARD Loic;0.0;0.0;SL;R;9.28;23.0;1.77;-15.11;;;;;;M
2024-03-03;Aspen;2;20;0.8;TAYLOR Laurie;0.8;MEILLARD Loic;0.0;0.0;SL;R;10.03;35.0;2.92;-15.64;;;;;;M
2024-03-03;Aspen;1;21;1.0;NOEL Clement;0.9;MEILLARD Loic;0.09999999999999998;9.999999999999998;SL;R;9.23;35.0;2.7;-14.04;;;;;;M
2024-03-03;Aspen;2;21;0.8;TAYLOR Laurie;0.833;MEILLARD Loic;-0.03299999999999992;-4.124999999999989;SL;R;10.04;57.0;4.52;-11.86;;;;;;M
2024-03-03;Aspen;1;22;0.833;NOEL Clement;1.0;MEILLARD Loic;-0.16700000000000004;-20.04801920768308;SL;R;9.79;41.0;3.13;-22.78;;;;;;M
2024-03-03;Aspen;2;22;0.833;TAYLOR Laurie;0.833;MEILLARD Loic;0.0;0.0;SL;R;9.97;46.0;3.59;-21.8;;;;;;M
2024-03-03;Aspen;1;23;0.966;NOEL Clement;1.033;MEILLARD Loic;-0.06699999999999995;-6.935817805383018;SL;R;9.85;53.0;4.07;-22.29;;;;;;M
2024-03-03;Aspen;2;23;0.9;TAYLOR Laurie;0.933;MEILLARD Loic;-0.03300000000000003;-3.66666666666667;SL;R;9.99;53.0;4.1;-22.78;;;;;;M
2024-03-03;Aspen;1;24;0.833;NOEL Clement;0.9;MEILLARD Loic;-0.06700000000000006;-8.043217286914773;SL;R;10.27;47.0;3.68;-22.29;;;;;;M
2024-03-03;Aspen;2;24;0.866;TAYLOR Laurie;0.9;MEILLARD Loic;-0.03400000000000003;-3.926096997690535;SL;R;10.04;51.0;3.96;-21.8;;;;;;M
2024-03-03;Aspen;1;25;1.1;NOEL Clement;1.0;MEILLARD Loic;0.10000000000000009;9.090909090909099;SL;R;9.73;37.0;2.8;-22.78;;;;;;M
2024-03-03;Aspen;2;25;0.8;TAYLOR Laurie;0.9;MEILLARD Loic;-0.09999999999999998;-12.499999999999996;SL;R;10.1;48.0;3.81;-22.78;;;;;;M
2024-03-03;Aspen;1;26;1.0;NOEL Clement;0.966;MEILLARD Loic;0.03400000000000003;3.400000000000003;SL;R;9.67;48.0;3.74;-21.8;;;;;;M
2024-03-03;Aspen;2;26;0.8;TAYLOR Laurie;0.866;MEILLARD Loic;-0.06599999999999995;-8.249999999999993;SL;R;10.16;60.0;4.72;-20.3;;;;;;M
2024-03-03;Aspen;1;27;0.8;NOEL Clement;0.8;MEILLARD Loic;0.0;0.0;SL;R;10.21;26.0;1.84;-20.3;;;;;;M
2024-03-03;Aspen;2;27;0.666;TAYLOR Laurie;0.633;MEILLARD Loic;0.03300000000000003;4.954954954954959;SL;R;10.29;30.0;2.36;-20.81;;;;;;M
2024-03-03;Aspen;1;28;0.7;NOEL Clement;0.766;MEILLARD Loic;-0.06600000000000006;-9.428571428571438;SL;R;8.03;28.0;2.03;-21.31;;;;;;M
2024-03-03;Aspen;2;28;0.666;TAYLOR Laurie;0.733;MEILLARD Loic;-0.06699999999999995;-10.060060060060051;SL;R;9.21;45.0;3.34;-21.31;;;;;;M
2024-03-03;Aspen;1;29;0.7;NOEL Clement;0.766;MEILLARD Loic;-0.06600000000000006;-9.428571428571438;SL;R;10.36;26.0;1.93;-18.78;;;;;;M
2024-03-03;Aspen;2;29;0.566;TAYLOR Laurie;0.566;MEILLARD Loic;0.0;0.0;SL;R;9.45;52.0;3.88;-17.22;;;;;;M
2024-03-03;Aspen;1;30;0.766;NOEL Clement;0.8;MEILLARD Loic;-0.03400000000000003;-4.4386422976501345;SL;R;7.9;18.0;1.29;-17.74;;;;;;M
2024-03-03;Aspen;2;30;0.666;TAYLOR Laurie;0.666;MEILLARD Loic;0.0;0.0;SL;R;9.35;43.0;3.34;-18.26;;;;;;M
2024-03-03;Aspen;1;31;0.433;NOEL Clement;0.433;MEILLARD Loic;0.0;0.0;SL;R;9.02;27.0;1.64;-13.5;;;;;;M
2024-03-03;Aspen;2;31;0.366;TAYLOR Laurie;0.4;MEILLARD Loic;-0.03400000000000003;-9.289617486338807;SL;R;9.45;37.0;2.29;-12.41;;;;;;M
2024-03-03;Aspen;1;32;0.566;NOEL Clement;0.533;MEILLARD Loic;0.03299999999999992;5.830388692579492;SL;R;5.96;1.0;0.03;-11.31;;;;;;M
2024-03-03;Aspen;2;32;0.466;TAYLOR Laurie;0.5;MEILLARD Loic;-0.033999999999999975;-7.296137339055789;SL;R;6.0;1.0;0.04;-12.41;;;;;;M
2024-03-03;Aspen;1;33;0.6;NOEL Clement;0.9;MEILLARD Loic;-0.30000000000000004;-50.000000000000014;SL;R;6.23;24.0;1.53;-10.76;;;;;;M
2024-03-03;Aspen;2;33;0.8;TAYLOR Laurie;0.766;MEILLARD Loic;0.03400000000000003;4.2500000000000036;SL;R;5.86;21.0;1.31;-9.65;;;;;;M
2024-03-03;Aspen;1;34;1.1;NOEL Clement;0.933;MEILLARD Loic;0.16700000000000004;15.181818181818185;SL;R;9.61;17.0;1.35;-11.31;;;;;;M
2024-03-03;Aspen;2;34;0.8;TAYLOR Laurie;0.8;MEILLARD Loic;0.0;0.0;SL;R;9.67;22.0;1.8;-11.31;;;;;;M
2024-03-03;Aspen;1;35;0.966;NOEL Clement;0.933;MEILLARD Loic;0.03299999999999992;3.4161490683229734;SL;R;8.82;43.0;3.24;-14.04;;;;;;M
2024-03-03;Aspen;2;35;0.9;TAYLOR Laurie;0.933;MEILLARD Loic;-0.03300000000000003;-3.66666666666667;SL;R;9.86;57.0;4.49;-12.95;;;;;;M
2024-03-03;Aspen;1;36;0.933;NOEL Clement;0.966;MEILLARD Loic;-0.03299999999999992;-3.5369774919614057;SL;R;9.64;40.0;3.11;-20.3;;;;;;M
2024-03-03;Aspen;2;36;0.9;TAYLOR Laurie;0.933;MEILLARD Loic;-0.03300000000000003;-3.66666666666667;SL;R;9.92;46.0;3.52;-19.8;;;;;;M
2024-03-03;Aspen;1;37;0.933;NOEL Clement;0.966;MEILLARD Loic;-0.03299999999999992;-3.5369774919614057;SL;R;9.74;46.0;3.6;-18.78;;;;;;M
2024-03-03;Aspen;2;37;0.933;TAYLOR Laurie;0.966;MEILLARD Loic;-0.03299999999999992;-3.5369774919614057;SL;R;9.32;53.0;4.01;-18.78;;;;;;M
2024-03-03;Aspen;1;38;0.966;NOEL Clement;0.966;MEILLARD Loic;0.0;0.0;SL;R;9.86;46.0;3.52;-18.78;;;;;;M
2024-03-03;Aspen;2;38;0.933;TAYLOR Laurie;0.9;MEILLARD Loic;0.03300000000000003;3.5369774919614176;SL;R;9.9;53.0;4.15;-17.74;;;;;;M
2024-03-03;Aspen;1;39;0.5;NOEL Clement;0.466;MEILLARD Loic;0.033999999999999975;6.799999999999995;SL;R;9.46;18.0;1.06;-21.8;;;;;;M
2024-03-03;Aspen;2;39;0.466;TAYLOR Laurie;0.466;MEILLARD Loic;0.0;0.0;SL;R;9.9;24.0;1.32;-21.8;;;;;;M
2024-03-03;Aspen;1;40;1.066;NOEL Clement;1.0;MEILLARD Loic;0.06600000000000006;6.191369606003757;SL;R;6.06;31.0;1.79;-24.23;;;;;;M
2024-03-03;Aspen;2;40;0.966;TAYLOR Laurie;1.0;MEILLARD Loic;-0.03400000000000003;-3.5196687370600444;SL;R;5.75;29.0;1.64;-25.64;;;;;;M
2024-03-03;Aspen;1;41;0.966;NOEL Clement;0.933;MEILLARD Loic;0.03299999999999992;3.4161490683229734;SL;R;9.84;41.0;3.08;-24.23;;;;;;M
2024-03-03;Aspen;2;41;0.966;TAYLOR Laurie;0.933;MEILLARD Loic;0.03299999999999992;3.4161490683229734;SL;R;10.32;35.0;2.8;-24.7;;;;;;M
2024-03-03;Aspen;1;42;0.9;NOEL Clement;0.9;MEILLARD Loic;0.0;0.0;SL;R;9.87;46.0;3.55;-23.27;;;;;;M
2024-03-03;Aspen;2;42;0.966;TAYLOR Laurie;1.0;MEILLARD Loic;-0.03400000000000003;-3.5196687370600444;SL;R;10.28;46.0;3.59;-23.27;;;;;;M
2024-03-03;Aspen;1;43;0.933;NOEL Clement;0.966;MEILLARD Loic;-0.03299999999999992;-3.5369774919614057;SL;R;9.85;40.0;3.08;-19.8;;;;;;M
2024-03-03;Aspen;2;43;0.833;TAYLOR Laurie;0.866;MEILLARD Loic;-0.03300000000000003;-3.9615846338535454;SL;R;9.67;41.0;3.13;-19.29;;;;;;M
2024-03-03;Aspen;1;44;0.833;NOEL Clement;0.966;MEILLARD Loic;-0.133;-15.96638655462185;SL;R;9.84;44.0;3.36;-23.27;;;;;;M
2024-03-03;Aspen;2;44;0.833;TAYLOR Laurie;0.9;MEILLARD Loic;-0.06700000000000006;-8.043217286914773;SL;R;9.71;52.0;3.92;-23.75;;;;;;M
2024-03-03;Aspen;1;45;0.833;NOEL Clement;0.8;MEILLARD Loic;0.03299999999999992;3.961584633853532;SL;R;9.75;32.0;2.5;-22.29;;;;;;M
2024-03-03;Aspen;2;45;0.866;TAYLOR Laurie;0.8;MEILLARD Loic;0.06599999999999995;7.6212471131639665;SL;R;10.06;44.0;3.44;-21.8;;;;;;M
2024-03-03;Aspen;1;46;0.966;NOEL Clement;0.933;MEILLARD Loic;0.03299999999999992;3.4161490683229734;SL;R;10.24;42.0;3.28;-21.31;;;;;;M
2024-03-03;Aspen;2;46;0.766;TAYLOR Laurie;0.833;MEILLARD Loic;-0.06699999999999995;-8.746736292428192;SL;R;9.66;45.0;3.52;-20.81;;;;;;M
2024-03-03;Aspen;1;47;0.433;NOEL Clement;0.4;MEILLARD Loic;0.032999999999999974;7.6212471131639665;SL;R;9.57;28.0;1.67;-18.78;;;;;;M
2024-03-03;Aspen;2;47;0.466;TAYLOR Laurie;0.433;MEILLARD Loic;0.03300000000000003;7.081545064377688;SL;R;10.0;25.0;1.48;-18.26;;;;;;M
2024-03-03;Aspen;1;48;0.966;NOEL Clement;0.933;MEILLARD Loic;0.03299999999999992;3.4161490683229734;SL;R;6.05;25.0;1.47;-20.81;;;;;;M
2024-03-03;Aspen;2;48;0.9;TAYLOR Laurie;1.0;MEILLARD Loic;-0.09999999999999998;-11.111111111111107;SL;R;5.85;23.0;1.31;-20.3;;;;;;M
2024-03-03;Aspen;1;49;0.833;NOEL Clement;0.9;MEILLARD Loic;-0.06700000000000006;-8.043217286914773;SL;R;9.41;44.0;3.29;-20.3;;;;;;M
2024-03-03;Aspen;2;49;0.833;TAYLOR Laurie;0.933;MEILLARD Loic;-0.10000000000000009;-12.004801920768319;SL;R;9.3;42.0;3.16;-20.81;;;;;;M
2024-03-03;Aspen;1;50;0.866;NOEL Clement;0.866;MEILLARD Loic;0.0;0.0;SL;R;9.76;48.0;3.68;-23.27;;;;;;M
2024-03-03;Aspen;2;50;0.933;TAYLOR Laurie;0.9;MEILLARD Loic;0.03300000000000003;3.5369774919614176;SL;R;10.02;46.0;3.6;-23.75;;;;;;M
2024-03-03;Aspen;1;51;0.766;NOEL Clement;0.9;MEILLARD Loic;-0.134;-17.4934725848564;SL;R;10.08;46.0;3.63;-19.29;;;;;;M
2024-03-03;Aspen;2;51;0.8;TAYLOR Laurie;0.766;MEILLARD Loic;0.03400000000000003;4.2500000000000036;SL;R;10.07;47.0;3.63;-18.78;;;;;;M
2024-03-03;Aspen;1;52;0.933;NOEL Clement;0.9;MEILLARD Loic;0.03300000000000003;3.5369774919614176;SL;R;9.99;34.0;2.56;-20.3;;;;;;M
2024-03-03;Aspen;2;52;0.7;TAYLOR Laurie;0.766;MEILLARD Loic;-0.06600000000000006;-9.428571428571438;SL;R;9.52;42.0;3.33;-20.3;;;;;;M
2024-03-03;Aspen;1;53;0.833;NOEL Clement;0.9;MEILLARD Loic;-0.06700000000000006;-8.043217286914773;SL;R;8.68;25.0;1.88;-16.17;;;;;;M
2024-03-03;Aspen;2;53;0.7;TAYLOR Laurie;0.766;MEILLARD Loic;-0.06600000000000006;-9.428571428571438;SL;R;10.07;43.0;3.46;-15.64;;;;;;M
2024-03-03;Aspen;1;54;0.9;NOEL Clement;0.866;MEILLARD Loic;0.03400000000000003;3.7777777777777812;SL;R;9.17;30.0;2.31;-16.17;;;;;;M
2024-03-03;Aspen;2;54;0.833;TAYLOR Laurie;0.833;MEILLARD Loic;0.0;0.0;SL;R;9.53;44.0;3.43;-15.64;;;;;;M
2024-03-03;Aspen;1;55;0.833;NOEL Clement;0.866;MEILLARD Loic;-0.03300000000000003;-3.9615846338535454;SL;R;9.81;38.0;3.03;-18.26;;;;;;M
2024-03-03;Aspen;2;55;0.8;TAYLOR Laurie;0.833;MEILLARD Loic;-0.03299999999999992;-4.124999999999989;SL;R;9.8;45.0;3.51;-18.26;;;;;;M
2024-03-03;Aspen;1;56;0.866;NOEL Clement;0.866;MEILLARD Loic;0.0;0.0;SL;R;9.95;39.0;2.99;-20.81;;;;;;M
2024-03-03;Aspen;2;56;0.8;TAYLOR Laurie;0.766;MEILLARD Loic;0.03400000000000003;4.2500000000000036;SL;R;9.95;45.0;3.43;-20.3;;;;;;M
2024-03-03;Aspen;1;57;1.1;NOEL Clement;1.133;MEILLARD Loic;-0.03299999999999992;-2.9999999999999925;SL;R;9.34;29.0;1.51;-18.26;;;;;;M
2024-03-03;Aspen;2;57;1.0;TAYLOR Laurie;1.0;MEILLARD Loic;0.0;0.0;SL;R;9.17;47.0;2.45;-18.26;;;;;;M
2024-03-03;Aspen;1;58;0.8;NOEL Clement;0.8;MEILLARD Loic;0.0;0.0;SL;R;4.87;11.0;0.57;-19.29;;;;;;M
2024-03-03;Aspen;2;58;0.733;TAYLOR Laurie;0.733;MEILLARD Loic;0.0;0.0;SL;R;5.05;3.0;0.16;-18.26;;;;;;M
2024-03-03;Aspen;1;59;0.433;NOEL Clement;0.4;MEILLARD Loic;0.032999999999999974;7.6212471131639665;SL;R;8.09;41.0;2.9;-17.74;;;;;;M
2024-03-03;Aspen;2;59;0.4;TAYLOR Laurie;0.333;MEILLARD Loic;0.067;16.75;SL;R;8.2;51.0;3.68;-16.7;;;;;;M
2024-03-03;Aspen;1;60;0.6;NOEL Clement;0.6;MEILLARD Loic;0.0;0.0;SL;R;9.66;14.0;0.85;-17.22;;;;;;M
2024-03-03;Aspen;2;60;0.6;TAYLOR Laurie;0.566;MEILLARD Loic;0.03400000000000003;5.666666666666672;SL;R;9.82;19.0;1.11;-17.22;;;;;;M
2024-03-03;Aspen;1;61;0.533;NOEL Clement;0.533;MEILLARD Loic;0.0;0.0;SL;R;5.84;8.0;0.46;-17.74;;;;;;M
2024-03-03;Aspen;2;61;0.533;TAYLOR Laurie;0.533;MEILLARD Loic;0.0;0.0;SL;R;5.72;8.0;0.45;-17.22;;;;;;M
2024-03-03;Aspen;1;62;;NOEL Clement;;MEILLARD Loic;;;SL;R;7.54;11.0;0.72;-17.74;;;;;;M
2024-03-03;Aspen;2;62;;TAYLOR Laurie;;MEILLARD Loic;;;SL;R;7.77;5.0;0.27;-17.74;;;;;;M
2024-03-03;Aspen;1;63;;NOEL Clement;;MEILLARD Loic;;;SL;R;8.23;1.0;0.08;-18.26;;;;;;M
2024-03-03;Aspen;2;63;;TAYLOR Laurie;;MEILLARD Loic;;;SL;R;6.92;6.0;0.39;-18.26;;;;;;M
2024-03-03;Aspen;1;64;;NOEL Clement;;MEILLARD Loic;;;SL;R;6.77;41.0;1.86;-17.74;;;;;;M
2024-03-03;Aspen;2;64;;TAYLOR Laurie;;MEILLARD Loic;;;SL;R;7.92;7.0;0.32;-18.26;;;;;;M
2024-03-03;Aspen;1;65;;NOEL Clement;;MEILLARD Loic;;;SL;R;4.82;;;-17.22;;;;;;M
2024-03-03;Aspen;2;65;;TAYLOR Laurie;;MEILLARD Loic;;;SL;R;4.74;;;-17.74;;;;;;M
2024-02-04;Chamonix;1;1;0.9;NOEL Clement;0.8;MEILLARD Loic;0.09999999999999998;11.111111111111107;SL;R;8.6;12.0;0.83;-26.1;;;;;;M
2024-02-04;Chamonix;2;1;1.066;YULE Daniel;1.066;NEF Tanguy;0.0;0.0;SL;R;6.02;25.0;1.61;-12.95;;;;;;M
2024-02-04;Chamonix;1;2;0.9;NOEL Clement;0.966;MEILLARD Loic;-0.06599999999999995;-7.333333333333328;SL;R;8.44;30.0;2.23;-21.31;;;;;;M
2024-02-04;Chamonix;2;2;0.866;YULE Daniel;0.866;NEF Tanguy;0.0;0.0;SL;R;10.8;38.0;3.24;-18.78;;;;;;M
2024-02-04;Chamonix;1;3;0.866;NOEL Clement;0.833;MEILLARD Loic;0.03300000000000003;3.8106235565819895;SL;R;10.15;33.0;2.82;-18.26;;;;;;M
2024-02-04;Chamonix;2;3;0.833;YULE Daniel;0.866;NEF Tanguy;-0.03300000000000003;-3.9615846338535454;SL;R;10.59;43.0;3.76;-18.78;;;;;;M
2024-02-04;Chamonix;1;4;0.833;NOEL Clement;0.866;MEILLARD Loic;-0.03300000000000003;-3.9615846338535454;SL;R;10.77;42.0;3.6;-19.29;;;;;;M
2024-02-04;Chamonix;2;4;0.7;YULE Daniel;0.766;NEF Tanguy;-0.06600000000000006;-9.428571428571438;SL;R;10.76;41.0;3.47;-14.04;;;;;;M
2024-02-04;Chamonix;1;5;0.833;NOEL Clement;0.866;MEILLARD Loic;-0.03300000000000003;-3.9615846338535454;SL;R;10.35;38.0;3.3;-13.5;;;;;;M
2024-02-04;Chamonix;2;5;0.833;YULE Daniel;0.9;NEF Tanguy;-0.06700000000000006;-8.043217286914773;SL;R;9.96;41.0;3.43;-15.64;;;;;;M
2024-02-04;Chamonix;1;6;0.933;NOEL Clement;0.933;MEILLARD Loic;0.0;0.0;SL;R;10.92;49.0;4.42;-16.17;;;;;;M
2024-02-04;Chamonix;2;6;0.433;YULE Daniel;0.466;NEF Tanguy;-0.03300000000000003;-7.621247113163979;SL;R;10.32;25.0;1.52;-12.41;;;;;;M
2024-02-04;Chamonix;1;7;0.5;NOEL Clement;0.5;MEILLARD Loic;0.0;0.0;SL;R;11.2;21.0;1.4;-9.65;;;;;;M
2024-02-04;Chamonix;2;7;1.0;YULE Daniel;1.1;NEF Tanguy;-0.10000000000000009;-10.000000000000009;SL;R;5.79;34.0;2.08;-15.64;;;;;;M
2024-02-04;Chamonix;1;8;1.0;NOEL Clement;1.033;MEILLARD Loic;-0.03299999999999992;-3.299999999999992;SL;R;6.37;33.0;2.2;-15.11;;;;;;M
2024-02-04;Chamonix;2;8;0.833;YULE Daniel;0.866;NEF Tanguy;-0.03300000000000003;-3.9615846338535454;SL;R;10.12;35.0;2.75;-14.04;;;;;;M
2024-02-04;Chamonix;1;9;1.0;NOEL Clement;0.9;MEILLARD Loic;0.09999999999999998;9.999999999999998;SL;R;10.73;37.0;3.18;-13.5;;;;;;M
